A,B,C,D
"Discussing|Inquiring|Anecdote telling,Learning how to drive, jobs, racism and homophobia, teaching, mobile phones, siblings",me to agree with him and when he saw my reaction was like of horror rather than oh yeah you''re,right,you know </u><u> I was surprised how racist the Chinese students were against Indian people </u><u> oh yeah
"Discussing|Inquiring|Anecdote telling,Learning how to drive, jobs, racism and homophobia, teaching, mobile phones, siblings",a a black boyfriend they would be you know ashamed the family be very </u><u> what a shame yeah like no I think you''re,right,I mean er the teaching it''s a lot of different skills that you''re pulling together all the time </u>
"Discussing|Inquiring|Anecdote telling,Learning how to drive, jobs, racism and homophobia, teaching, mobile phones, siblings",''s the youngest so he''s spoilt </u><u> is he? Oh my brother was a tyrant when I was growing up he was a,right,bully </u><u> was he? </u><u> that''s why I was thinking don''t turn into a bully </u>
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",was like oh I thought there was a one and I like 0 seven it starts with 0 seven </u><u> are you sure you said it,right,in ? </u><u> of course I did I''m like the numbers of course I said the numbers right and I said
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",you said it right in ? </u><u> of course I did I''m like the numbers of course I said the numbers,right,and I said them clearly as well and right and he just he was just like on one and I was like zero doesn''t sound anything like
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",<u> of course I did I''m like the numbers of course I said the numbers right and I said them clearly as well and,right,and he just he was just like on one and I was like zero doesn''t sound anything like one </u><u> is that what you said back to him? </u><u> no
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",the card so that''s all I need </u><u> oh right </u><u> then it said oh I''ll have your passport as well just as an extra and that was it she said,right,she didn''t even say don''t worry no never mentioned it </u><u> anything about money </u><u> no </unclea> you know
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",is probably getting worried now </unclea> literally it could be thousands of pounds </u><u> yeah because they,right,they got that they got that letter and erm </u><u> well in the letter it''s not clear as well </u><u> erm </u><u> cos it does
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",card you know? there''s health restrictions on that card the reason they have it is because then they can contact the the,right,country and the right department that deals with </u><u> yeah </u><u> their citizens and they could claim that money back that they need
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",''s health restrictions on that card the reason they have it is because then they can contact the the right country and the,right,department that deals with </u><u> yeah </u><u> their citizens and they could claim that money back that they need to claim can''t they? </u>
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",spending two hours to get to get over on public transport </u><u> he wouldn''t use public transport do you know what he did though,right,? cos he went to to get that photocopier </u><u> yeah </u><u> ph that thing photocopied and he went to the bus stop and erm </u><u> I was
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",with shops and cinema and stuff like that </u><u> oh right yeah </u><u> so it will improve in the next few years,right,we''re just round it''s just up the road from here it is </u><u> so why is it called ? this thing </u><u> no
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",bit like that </u><u> well here''s a sign you can see it see the sign this way </u><u> yeah </u><u> so he must be thinking I was,right,it was </u><u> yeah yeah </u><u> there''s a sign we''re going to now but it it''s up the road just outside </u><u> I
"Discussing|Explaining|Anecdote telling,Communication in languages, phone number/calls, medical bills/ hospitals, public transport/ walking, photocopying, printing, areas/ places, seatbelts/ car crashes,",stops and if the belt doesn''t stop you you''re doing the same speed as the car </u><u> yeah </u><u> you know what? I think I should''ve turned,right,back there </u><u> you know you know like if there''s airbags can you go through the windscreen? </u><u> not if
"Complaining,Things I do not like",</unclea> ? </u><u> why what are they doing? </u><u> have you not seen it? </u><u> no </u><u> well you know as you go in? And you''ve got the girls on the,right,and you had that like kiosk thing </u><u> yeah </u><u> that''s all gone the girls all the toilets have been ripped out
"Complaining,Things I do not like",''s been discovered yet but I definitely have got the opposite </u><u> well </unclea> she just made it up,right,I''ll just </unclea> forward </u><u> didn''t make it up I could say that SAD''s made up but they
"Complaining,Things I do not like",didn''t set off as quick as I thought he should of and I ran into the back of him so I think technically I was in the,right,even though it went down as my fault cos I hit him well he should have been paying attention </u><u> I would have hit him
"Complaining,Things I do not like",hour so you''ve got to be in a rush </u><u> yeah what what''s that about let''s go ad take somebody em on their first driving lesson,right,in the middle of rush hour </u><u> I don''t know I hate learner drivers they''ve just opened like the new
"Complaining,Things I do not like",em </u><u> see that''s what I like about Manchester you got a little bit of the city and then you''ve got the countryside,right,on the doorstep you don''t have to go far or you can just look outside the actual city boundaries
"Complaining,Things I do not like",me and my mate just went on there we go a little bit wet so all we did was went to the pub which is,right,next to it and sat in the sun and dried off instead of paying two pound for a piece of plastic that you can get in
"Discussing|Explaining|Anecdote telling,House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience",so I puts the phone I down I thought gonna have to phone her now and I cos it''s not gonna happen so I phoned her back and I said,right,okay I''ve clocked off let''s talk now and I''ll return to that </u><u> mm </u><u> afterwards I said so what have you got to tell me then? she
"Discussing|Explaining|Anecdote telling,House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience",<u> she''s on her own </u><u> young girl and </u><u> yeah </u><u> I said you know I''m not even I''m not even gonna put her in that position </u><u> yeah yeah </u><u> so said,right,I''m not so goes told you so they''d obviously already </u><u> oh they''d discussed it </u><u> discussed this </u><u> oh okay </u><u> so I said
"Discussing|Explaining|Anecdote telling,House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience",a delivery pizza a pizza delivered </u><u> yeah yeah </u><u> blah so drops her up at the gym comes back she''s in the shower,right,I''ll order my pizza now said okay and just as we were going out there was a car on the corner and I I said to
"Discussing|Explaining|Anecdote telling,House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience",of it and she went they talked to us about that in assembly this morning I said oh that sounds about,right,but I don''t know she just was really I mean she was very nice but she did seem to like know his life better than he did
"Discussing|Explaining|Anecdote telling,House auction and improvements, friends’ lives, Holland, sister and baby, mice in the house, work experience",under the sink where she kept the dog biscuits </u><u> yeah </u><u> did I tell you? </u><u> no </u><u> and erm and so I think she''d put a mouse trap in there,right,at like teatime or something thinking that maybe the next it came out at night and maybe the next morning she was all
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",somebody living from my grandmother''s generation who would probably kill him of shock if he found out </u><u> right,right,mm and that''s intriguing cos she didn''t have any the options weren''t so weren''t so
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",when I when Strand was her family where he was the chauffeur for for many years and then he had his own cargo his own cargo,right,after th after the war </u><u> mm </u><u> where erm erm which i it still exists but he was a sort of garage </unclea> so i i he was
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",else </u><u> yeah yeah okay acquiesce </u><u> and you''re going to Ibiza to to stay er to stay in with your other half </u><u> yes,right,okay er no that''s that''s what I think but I keep on getting worried in case I''m getting pompous in my er o old age
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",our project and erm to hand out to people who might come round hopefully people will come round </u><u> yeah </u><u> we''re,right,opposite the building of the in Brixton so it is entirely possible if they open that they will have ten
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",he? </u><u> yup </u><u> oh right see I n see music is one </u><u> yeah </u><u> huge gap see I''m with I''m like music like you are with literature </u><u> r,right,okay fair enough w w </u><u> well not quite actually not quite as bad I''m just not </u><u> </u><u> well I have admitted to
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",or not </u><u> yes yes it was it''s a it''s a bit more of a it''s a bit more of a a a a sort of market is not quite the,right,word but it''s it''s it''s quite quite different now cos people are </u><u> mm </u><u> paying such vast fees for </u><u> mm </u>
"Discussing|Explaining|Inquiring|Anecdote telling,a play and an actor, a ''who do you think you are'' story, family histories, women''s careers, previous generations, language use, young people, organising a dance, singing and composers, going to college",anyway erm but these days I mean it costs so much </u><u> yeah yeah exactly </u><u> it''s good though isn''t it? I don''t have to go,right,up to the wire on this so I don''t know allowing for erm who of us </u><u> helicopters </u><u> and that is a helicopter well that''s just about
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",I''m obviously pressing the wrong buttons </u><u> </u><u> would you like to share that with ? </u><u> or not pressing the,right,ones </u><u> </u><u> do you want me to send that to ? </u><u> well no it''s ''s computer you''ve got to ask his
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",</unclea> ? </u><u> </unclea> but it''s what happens is we have the whole nativity with a plastic baby and then sort of,right,at the end when we''re singing the last song somebody goes like that with Jesus </u><u> </u><u> and then Jesus this
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",these baubles are so heavy </u><u> they are </u><u> look like the branch is going down </u><u> yeah </u><u> if they''re </u><u> </unclea> </u><u> too heavy,right,on the edge just tuck them in a little bit where the </u><u> yeah I might do </u><u> mind you she''s the clever one she''s the one
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",<u> have you actually not found it? </u><u> no </u><u> can I put one here please? excuse me </u><u> you''ve got a whole pigging tree and you want the bit,right,by my belly </u><u> well yeah cos it''s even er now it''s even </u><u> </u><u> there''s </unclea> even </unclea> </u>
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",and stand outside in the cold and the rain </u><u> no thanks </u><u> and then you can direct me </u><u> </u><u> no thanks </u><u> left a bit,right,a bit </u><u> I''d rather not do that </u><u> </u><u> </unclea> today </u><u> oh yeah </u><u> </unclea> able to keep it </u>
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",''s all I''ve said ah </u><u> nice </u><u> yeah </u><u> yeah </u><u> yes that is nice </u><u> it''s good ah pretty </u><u> nice isn''t it? </u><u> have a have a grand opening,right,uncle </u><u> I''m being summoned </u><u> </u><u> what have you done wrong? </u><u> no no no </unclea> </u>
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",they? so </u><u> organised chaos </u><u> yeah it''s organised chaos </u><u> organised chaos </u><u> yeah </u><u> oh that does look nice thank you </u><u> you''re welcome,right,food </u><u> </u><u> quarter to I''m aiming for </u><u> I''m joking I''m joking I''m joking </u><u> </unclea> </u><u> </u><u> joking
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",<u> they wanna make sure that they do it one person like choose somebody </u><u> yeah </u><u> so that they can check that they''re paying them,right,and stuff </u><u> yeah well you can''t blame them can you? </u><u> no no no I''m not blaming them </u><u> no not at all not at all </u><u> I''m just saying </u><u> I mean
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",clean all the pipes out </u><u> mm </u><u> but they don''t warn anybody </u><u> </u><u> they don''t say </u><u> it just goes off </u><u> yeah </u><u> oh </u><u> they don''t say,right,next Tuesday at four o''clock we''re putting the water off for six hours or something like that </u><u> mm </u><u> erm they just go to get
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Facebook and technology, family, day-to-day events, vocabulary and context-based terms, work, food and cooking, alcohol, past events, countries and culture",and then went there I can''t remember if it was from there </u><u> well I thought it was the same year </u><u> well you''re you''re probably,right,mm </u><u> you''ve got a protector on the table have you? </u><u> er yes </u><u> how long shall I er uncover things? </u><u> er yes please do </u><u> so
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",a short period of time </u><u> mm mm mm mm mm mm mm mm </u><u> and you take care of it and you nurture it and if it''s not functioning,right,you give it what it needs until it does which is usually rest </u><u> yeah yeah true I''m not a very resty
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",hooray </u><u> hooray oh thank you thank you </u><u> I think it all works out though </u><u> no I think it''ll be fine and by Monday hopefully I''ll be,right,as rain I''m just really pissed off because I was doing everything right I was like </u><u> describe right </u><u> well I was eating right
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",it''ll be fine and by Monday hopefully I''ll be right as rain I''m just really pissed off because I was doing everything,right,I was like </u><u> describe right </u><u> well I was eating right drinking right going to the gym being like sort of really positive </u><u> mm </u><u> and
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",right as rain I''m just really pissed off because I was doing everything right I was like </u><u> describe right </u><u> well I was eating,right,drinking right going to the gym being like sort of really positive </u><u> mm </u><u> and like we talked about this loads I was like in a
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",''m just really pissed off because I was doing everything right I was like </u><u> describe right </u><u> well I was eating right drinking,right,going to the gym being like sort of really positive </u><u> mm </u><u> and like we talked about this loads I was like in a really good frame
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",<u> yeah </u><u> that was a lovely little job and I took that that was erm after had died and erm I was kind of thinking er,right,I really ought should ought must get back to work and this job came up you know just minimum wage twenty hours a week and I
"Discussing|Explaining,The weather, sickness, returning ‘home’ (for a funeral), favourite types of job, sense of belonging/home, looking at social media images, being sick, therapy, television, holiday plans/where to live plans.",communities starting in and working my way down to </u><u> uhu </u><u> Portugal Spain somewhere warm for winter and he said,right,here''s what you do head on down to Italy get the boat to Sardinia and drive your van around Sardinia and mm well there are
"Discussing|Explaining|Complaining|Making arrangements,Drinks, The town of Porec, What to do in Istria, Truffles, Boats, Previous holidays, Car parking, Tattoos, Opinion of Croatia, DJ’s, Art, Sun-tanning, Coca-Cola, The cost of drinks",one like I dunno </u><u> pardon? </u><u> well even if I quite if I got a nice one that''d be alright </u><u> don''t lean back on my arm oh </u><u> you''re pushing,right,back on it </u><u> what a how what about if I got if I got a big b and then a portrait of you and then like and a
"Discussing|Explaining|Complaining|Making arrangements,Drinks, The town of Porec, What to do in Istria, Truffles, Boats, Previous holidays, Car parking, Tattoos, Opinion of Croatia, DJ’s, Art, Sun-tanning, Coca-Cola, The cost of drinks",<u> er transfer all your assets into my name </u><u> oh you can have all my debts if you want </u><u> </unclea> </u><u> it''s not,right,but it''s </unclea> </u><u> doesn''t matter it''s only bloody seven quid </u><u> have you ever worked
"Discussing|Explaining|Inquiring,Food, China, Laptop",want it did you? </u><u> mm </u><u> when I asked you? </u><u> no </unclea> erm I''ve I''ve been tending to eat more in I know it''s not the,right,way to do it but I''ve been feeling more hungry in the evenings than the mornings and usually what happens I I get up late and
"Discussing|Explaining|Inquiring|Advising|Making arrangements|Telling jokes,Kids working in curtain shop, arrangements for Oisin’s birthday party, going to rugby match, Oisins way of talking, being treasurer of garages, step relations, tax on rented houses, charity calls,",''re not I think they''re okay in the UK really cos erm I can claim back the interest that I pay not the repayment part </u><u> right,right,but </u><u> I can take that off and that makes a huge difference that I''m repaying the fact that I don''t have to pay any tax now cos
"Discussing|Explaining|Inquiring|Advising|Making arrangements|Telling jokes,Kids working in curtain shop, arrangements for Oisin’s birthday party, going to rugby match, Oisins way of talking, being treasurer of garages, step relations, tax on rented houses, charity calls,",on his birthday? </u><u> well I think she just learned that that was his birthday that day and she was trying to be friendly </u><u> aw I see,right,was she? </u><u> I don''t know I don''t know why she phoned him </u><u> I''d find that really scary </u><u> </unclea> she came erm and also
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,Discussed in more depth the reasons behind the recording. X-Factor briefly. Chuckle brothers. Soap. Fancy dress. ANON’s dog. Frequency of jokes. Competition. Sounding bad when recorded. General conversation.",</unclea> </unclea> </u><u> so I there''s this thing,right,? erm it''s </u><u> why why why are you taking your pants off? </u><u> </u><u> that''s good that''s good </u><u> </u><u> a good joke </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,Discussed in more depth the reasons behind the recording. X-Factor briefly. Chuckle brothers. Soap. Fancy dress. ANON’s dog. Frequency of jokes. Competition. Sounding bad when recorded. General conversation.",Radox </u><u> huh? </u><u> I use Radox </u><u> very nice </u><u> I </unclea> ask if brand of soap matters </u><u> I use </u><u> oh no actually I use,Right,Guard </u><u> </u><u> oh yeah if it wasn''t Radox </u><u> no the </unclea> </u><u> get back </u><u> like Right Guard''s good </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling|Telling jokes,Discussed in more depth the reasons behind the recording. X-Factor briefly. Chuckle brothers. Soap. Fancy dress. ANON’s dog. Frequency of jokes. Competition. Sounding bad when recorded. General conversation.",</unclea> polytechnic or something? </u><u> </unclea> or something </u><u> that was more like it just scroll,right,</unclea> there yeah </u><u> bit cos like was the polytechnic </u><u> </unclea> </u><u> cos uni
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",were looking back in November </u><u> and then we can''t I can''t go in November cos I can''t get time off work </u><u> oh I didn''t hear that bit,right,I didn''t you you''d you''d gone back to earlier rather than later </u><u> just looking cos you asked me to look at the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",get back on a Sunday got work on the Monday </u><u> two six six </u><u> mm mm </u><u> from Birmingham </u><u> for and and </u><u> is that,right,? I just put the dates in two six six? </u><u> mm </u><u> for what? </u><u> looks like it </u><u> mm yeah no I think you are right you
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",that right ? I just put the dates in two six six? </u><u> mm </u><u> for what? </u><u> looks like it </u><u> mm yeah no I think you are,right,you know </u><u> for what? </u><u> like one stop on Skyscanner anyway </u><u> one stop? </u><u> well what am I doing? Iceland </u><u> it </u><u> Air? </u><u> I think </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",live there? </u><u> so so he doe it''s probably his him so er </u><u> what was he going to Lidl for? water? </u><u> water </u><u> oh mm,right,okay </u><u> so he didn''t know anything </u><u> well your wife was on the phone because she n she needs you to find that broken knife </u><u> yes </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",''s and the store? </u><u> mm I guess you heard off mum about Tuesday so we don''t talk about it,right,now </u><u> Tuesday? </u><u> no </u><u> oh go just horrible day </u><u> was it? what? in terms of customers or </u><u> no no no just </u><u> people </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",a penny but yeah he said he his complaint at the end of the day was it was boring but you know if you''ve got the,right,qualification you''ve gotta have a bit of erm something about you because he said you know you''d have the odd you''d you''d
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",is just the pipe supply they''ve got all sorts </u><u> so for them it''s </u><u> oh they''ve got loads more involved in this,right,? and they''ve got you can imagine now they''ve got contractors onsite they''ve got people ready they''ve got people
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",they''ve got maybe roads being blocked off and held up for pipes to go through they''ve got a lot of people involved on this,right,? if says can''t have them till you pay how long the </u><u> </unclea> </u><u> they''re gonna last a week
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",percent it doesn''t come to </u><u> mm mm </u><u> it comes to the bank and the bank then according to the Letter of Credit it says,right,you need to pay X amount to the supplier in Turkey and X amount to that''s where the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",it all all these documents surrounding the Letter of Credit have to be signed and in place before they''ll go,right,here we go you get your money you get your money and they''re obviously stalling on signing off some of the
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",''s spinning and all that </u><u> spirally weld these ones? </u><u> yeah </u><u> they''re spiral weld </u><u> yeah yeah </u><u> so you''ve got this this thing going,right,down </u><u> this line going and you can see </u><u> yeah </u><u> how they''re made and then they coat them inside and out </u><u> yeah </u><u> and er and </u><u> coat them
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",and </u><u> so you you''re inside it? </u><u> yes a little bit although not too much because normally it''s </u><u> oh you didn''t you couldn''t walk,right,through it these? are they a bit small for that? </u><u> oh you could crawl </u><u> well no you could get through them yeah </u><u> you could crawl I
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",''re not going this far </u><u> so what what where''s stopping when he goes on Sunday? </u><u> Premier Inn which is,right,next to the docks </u><u> which is where you''ve been? </u><u> no </u><u> no? </u><u> no this is a closer one which they''ll do for three hundred
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",had got a one local more local </u><u> well no with </u><u> oh </u><u> </unclea> </u><u> oh oh oh yes oh they haven''t,right,no cos he I think ''s got another contract he''s already won another which is the one
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",can have </u><u> I''ll have whatever you''re having yes I don''t want any ice cream with it cos it''s a bit too much for me,right,I can choose then </u><u> you don''t want the ice? I think you do need a little bit of ice cream </u><u> what''s he doing about erm
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Making arrangements,Pensions, food, planning a holiday, reasearching on internet, TV, police, work in Scotland",it''s what it''s called </u><u> oh I well I''ve never s obviously I''ve never seen one and </u><u> yeah </u><u> it looked like a potty to me but </u><u> no no he''s,right,yeah </u><u> and then he goes says and you put it on put it on your upturned on your head your head
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",a bigger kind of you know business growth area erm and er and you know he might just turn round and say yeah you''re in the,right,area if you forge ahead with some of these ideas and grow into bigger ones or he might go no you know you''re
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",those up or not </u><u> yeah </u><u> but he''ll be er I think you know he''s a he''s a real businessman he''s really setting up businesses,right,now </u><u> yeah my my in what''s in my head is erm that I er that I accept that some of this might not actually go into any particular
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",erm mutual contact to people who are a recommendation from a real person </u><u> y ye yes of course of course yes and and er and I''m,right,online with that so </u><u> mm </u><u> erm er one of those things an action would be to erm strike a list of those people </u><u> yeah </u><u> and contact
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",in Asia </u><u> yeah </u><u> so they are the facilitator for that </u><u> mm </u><u> kind of thing so I er I don''t know that is the,right,person but somebody like that somebody that we know that could be a connection who who might be living in the country </u>
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",you can trust </u><u> who has an interest in what you''re doing and somebody that you can trust </u><u> yeah </u><u> and and he''s got all of the the,right,things in the box straight away without actually having to talk to him erm and another way to look at it is that you know
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",''re gonna have to wanna work with somebody who you know genuinely interests you and you feel that can grow you know in the,right,direction cos you know ''s trying to cut out an an er career for himself and so are you </u><u> he yeah he might wanna do
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",different but </u><u> well but that''s the exploration you take </u><u> mm </u><u> you know you go somewhere so far </u><u> yeah </u><u> and then you sort of say,right,well is this somewhere where we can go? look at what happened with and I </u><u> yes </u><u> generally interested in her as a
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Starting a joint business, travelling and doing business in foreign countries.",have to negotiate that stuff all of the time I''m sure </u><u> yeah yeah </u><u> erm and er they were they''ve probably over time built up the,right,relationships but they still say they come across difficult people who try to bury them in the ground who who who
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,learning to row, kayaking experiences, buying suitable clothing for wet weather, telling the story about meeting up with a family member for the first time; talking about the death of a family member; and news about an illness in the family.",no this was just for the </u><u> what were they? </u><u> knee supports </u><u> oh the knee supports </u><u> the knee supports </u><u> right okay I see what you mean,right,yeah </u><u> so er and that that I wore underneath the salopettes </u><u> yeah yeah </u><u> and it made it I think it really was very useful </u><u> yeah </u><u> to
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,learning to row, kayaking experiences, buying suitable clothing for wet weather, telling the story about meeting up with a family member for the first time; talking about the death of a family member; and news about an illness in the family.",first week mainly was just taking me round the yard </u><u> yeah </u><u> and explaining the rules </u><u> showing you the equipment oh the rules?,right,okay </u><u> the rules of the river </u><u> oh right oh </u><u> cos you''ve got to go on the right hand side </u><u> right </u><u> so it''s like continental driving </u>
