A,B,C,D
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",see these ones with like the black border on the thick black border on the outside? this this this this this,right,? </u><u> mm hm </u><u> as opposed to these ones with no black border </u><u> yeah </u><u> which means these tunnels and they go to a mountain regions which
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",<u> finished? </u><u> yeah </u><u> I''ll go essen </u><u> oh </u><u> to </u><u> not wasting any time so has got to give two blue cards to the bank,right,? </u><u> mm </u><u> and then two wagons equals two points so ''s gonna go back two points </u><u> right okay </u><u> early days </u><u> okay </u><u> made a
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",<u> I''ll take the er multicolour please oh there''s two was there? </u><u> so if it''s a multicolour you can only take one,right,? </u><u> yeah </u><u> can I build a green tunnel please? </u><u> oh right so ''s building a green tunnel so we don''t know where it is </u><u> in
"Discussing|Explaining|Inquiring|Advising|Requesting|Anecdote telling|Telling jokes,Rules of the game, sport, television, family stories",cards </u><u> ah </u><u> the clue is </u><u> th they can be any </u><u> the clue is right that''s black because the colour there is black on it,right,? </u><u> just l </u><u> that''s a little indicator for you </u><u> just looks a bit grey to me </u><u> that''s a little </u><u> I had the same thing and got mocked
"Discussing|Explaining|Buying/selling,trip to London, horses, school, Youth hostel in Cornwall, selling houses, cars, TV, travelling, buying houses, election, eBay, football, health, money",stuff like that </u><u> mm </u><u> friend our friend down er Suffolk he had the same thing and he''s cut out all carbo most carbohydrates,right,? and he''s gone like a skeleton there''s a programme on television You Are What You Eat or whatever it''s called
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",no </u><u> </u><u> and he said oh you might wanna see this you''ve you''ve kind of got a visitor </u><u> oh my god </u><u> and it was unbelievable,right,? this deer what had actually happened was it had hit the centre of the the windscreen at the front it actually gone
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",had actually happened was it had hit the centre of the the windscreen at the front it actually gone through the window,right,? over to the passenger side the passenger side you know the headrest was completely flattened down where the entry
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",do on that it''s just that little edge </u><u> no you''ve just got the little last bit to do </u><u> yeah </u><u> and then it''s done right </u><u> well </u><u> is that,right,? </u><u> oh yeah </u><u> so that </u><u> that looks more like it that''s more balanced </u><u> yeah it''s gone a bit off though </u><u> mm </u><u> I''ll figure it
"Explaining|Inquiring|Anecdote telling,Car Accident, Alice in Wonderland, Scars, Music, Costume, the Internet, Presents, Seagulls, Reading, Theatre, Reading",and then a horrible thought struck me </u><u> yeah </u><u> do I actually know how to spell sagacity? </u><u> </u><u> am I actually spelling it,right,? </u><u> </u><u> no I wasn''t </u><u> </u><u> so then I thought mm yeah it does seem just too weird that both of the words aren''t in
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",<u> started </u><u> em twenty-one two thousand and four </u><u> started working for Conservative MPs </u><u> so she''s under thirty,right,? </u><u> yeah I guess </u><u> yeah that''s pretty good </u><u> yeah it makes her six years older than us
"Discussing|Explaining|Inquiring|Anecdote telling,Internet, work, politics, weather, cooking, health, house prices",what''s the new post cos there''s been restructuring and now research and education are merging ah is that,right,? Research and education? I think so and placements and bursaries are merging </u><u> right </u><u> no no resear
"Discussing|Explaining|Inquiring|Complaining|Announcing|Anecdote telling,Work, day out in Birmingham, plans for the week, friends, food, holidays",? </u><u> well no to be on high street </u><u> by </u><u> oh right okay </u><u> dad where''s that? </u><u> that? dunno </u><u> does that sound about,right,? you don''t know do you? you can''t visualise it </u><u> well </u><u> apparently down </u><u> the way I go is in a you know we walked on er </u><u> I didn''t walk </u>
"Discussing|Explaining|Inquiring|Complaining|Anecdote telling,housing, work, family, neighbourhood, holidays, computing, Edinburgh Festival, football, homework, renting the house.",oh </u><u> Flash player should be straightforward </unclea> </u><u> mm </u><u> </unclea> </u><u> are you doing it,right,? </u><u> try a different browser </u><u> mm </u><u> that''s what I do </u><u> what browser were you using before ? what''s your password what''s
"Discussing|Explaining|Making arrangements|Telling jokes,Directions, shopping, travelling, moving house process/survey done on the house, renovation of areas, childhood, blankets/ other products in the shop, babies/ pregnancy, drinking water, college, youth, films/ cinema, jobs, degrees, university, drugs, different areas, traffic,",way </u><u> </unclea> the estuary whatever just the river isn''t it? </u><u> oh </u><u> the river so left then,right,? </u><u> bear left and then turn right </u><u> you can''t go right see go left it''s gotta be right hasn''t it? </unclea> </u><u> yeah </u><u> go
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",Google just just just </u><u> oh </u><u> </u><u> you''re Asian </unclea> can''t find your eye wow </u><u> wow </u><u> yeah great English,right,? </u><u> yeah </u><u> </u><u> he''s fluently </u><u> I''m fluent no but I don''t he may not be fluent in English that''s just
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",but that''s the er problem with a a purely </u><u> </unclea> </u><u> again if you had like two people on Mars that would be fine,right,? but we don''t that''s not like the perfect world we live in </u><u> right so you''re arguing </u><u> because there is society and we live in
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",<u> really? </u><u> yeah </u><u> erm okay so then how about the idea that </u><u> I don''t know </u><u> because we we have stuff like TV now,right,? it it''s not like we''re gonna starve tomorrow or </u><u> no but like what do you mean by like tribe people be more
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",of that </u><u> yeah </u><u> that we''ve used to like make our lives so amazingly comfortable after over the last like three hundred years,right,? </u><u> uhu yeah yeah </u><u> so they''re still in that kind of hunter-gatherer stage right? </u><u> yeah </u><u> so
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",three hundred years right? </u><u> uhu yeah yeah </u><u> so they''re still in that kind of hunter-gatherer stage,right,? </u><u> yeah </u><u> so their aim is to survive and rear their children </u><u> yeah yeah </u><u> where our aim no one
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",debate so </u><u> I I feel like re I feel like recently right so so you had like thousands of years of male domination,right,? </u><u> yeah </u><u> and now like the last hun </u><u> male domination meaning? </u><u> like where where erm typically males
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",<u> yeah actually yeah no that''s a fair point because you''re less likely to be racist if people have said racist things to you,right,? </u><u> yeah </u><u> no one''s ever said racist things to a white person </u><u> yeah </u><u> or it''s very unlikely </u><u> yeah that''s true </u><u> have you heard of
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",we need this to go out we don''t want to get taken down for any race reasons </u><u> no but </u><u> Cambridge can you tell us which one''s,right,? </u><u> no but that''s genuine rac it like they they would see this and they''d be like oh okay people are racist these
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",<u> no he no but the thing is here''s the thing is nine eleven is so like enshrined in the mythology of America as a country </u><u> I know,right,? but </u><u> and the thing is I think that''s re that''s really weird because like Pakistan has so many attacks so many
"Discussing|Explaining|Complaining|Advising|Anecdote telling|Telling jokes,School work, science, friendship, internet virality, gender, relationships, biology, evolution, racism, sexism, feminism, religion,",like the magnificent </u><u> </u><u> someone will buy your phone in an auction for like three hundred million,right,? </u><u> yeah </u><u> and they''ll look through it and they''ll go oh my god unreleased podcast one </u><u> they will just shit themselves </u><u> but we
"Discussing|Explaining|Complaining|Requesting|Anecdote telling,Traffic, housing, elderly housing, council housing, disabled parking.",<u> I know we </u><u> quite a while </u><u> I know we did queue for quite a while </u><u> yeah I mean if the queue went further back there you must''ve done,right,? </u><u> ugh it''s probably back there now </u><u> yeah just catching the tail end </u><u> </unclea> isn''t it? </u><u> yeah I know that''s what
"Discussing|Explaining|Inquiring|Advising|Anecdote telling,Wild winter camping, nature",they were ravens and that that they were ravens and that ravens stick together and crows are more solitary so </u><u> oh is that,right,? </u><u> you can see flocks </u><u> flock a flock of ravens yeah </u><u> oh I didn''t know that </u><u> mm </u><u> mm </u><u> well that''ll be nice to see and and to
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,FRIENDS, PUBS,",to doctor knife </u><u> mm </u><u> what''s she had done? </u><u> so what''s the er enhancement B to a D? </u><u> B to </u><u> B to a D </u><u> oh I see </u><u> you know bras,right,? </u><u> </u><u> you know they have all different numbers and letters on them </u><u> I thought that was some sort of
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,FRIENDS, PUBS,",your fault </u><u> no no it''s was my fault </u><u> </u><u> there''s also there was also directions in the attachment email,right,? </u><u> yeah but I didn''t I cos you were saying meet at the cider place and I don''t know there </unclea> cider </u>
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,FRIENDS, PUBS,",maybe they do in er they look at a case in </unclea> </u><u> they''ve done as classic bosses thing,right,? they wanted to close a great place er it''s the er by </u><u> oh </u><u> no er but erm
"Discussing|Explaining|Inquiring|Anecdote telling|Making arrangements|Telling jokes,FRIENDS, PUBS,",else want some? </u><u> well ketchup''s quite overwhelming isn''t it? </u><u> yeah </u><u> it kind of does detract from </u><u> there you go I can eat that,right,? </u><u> yeah you just really </unclea> </u><u> </u><u> </unclea> elbow wham </u><u> did
"Discussing|Explaining|Inquiring|Anecdote telling,friends, socializing, children, education and behaviour, gym, cancer",your say </u><u> oh bless him </u><u> </u><u> erm no what would it would be the people on the deed,right,? on the deed </u><u> yeah okay </u><u> so it would be and would have to do a will if she was legitimately
"Discussing|Explaining|Inquiring|Anecdote telling,friends, socializing, children, education and behaviour, gym, cancer",on that phone </u><u> oh I know what does that say? </u><u> what other parents are going? </u><u> oh have I don''t it,right,? </u><u> well done </u><u> bloody hell considering that''s just a </unclea> </u><u> have you got your glasses? </u><u> no cos </u><u> no </u>
"Discussing|Explaining,Friends, food, culture",that er does that actually have an impact on the er on the corpus? </u><u> well y </u><u> it doesn''t really cos we''re just speaking English,right,? I mean that''s the </u><u> it doesn''t for the small collocations </u><u> no no and that''s what it''s all about really </u><u> that''s what it''s for </u>
"Discussing|Explaining,Friends, food, culture",there must be a certain type </u><u> I know there''s a lot </u><u> of manners I dunno or I mean cos the British are renowned for their manners,right,? </u><u> mm </u><u> I mean we''re we push it too far </u><u> yeah far too far </u><u> we''re we''re too polite </u><u> far too many </unclea> </u><u> we someone
"Discussing|Telling jokes,Holidays",country I have never been </u><u> excellent </u><u> except before I was born </u><u> go on </u><u> mum and Dad went to the Isle of Wight for their honeymoon,right,? </u><u> and is that where it happened </u><u> no </u><u> it had already happened by then </u><u> it had already happened before then </u><u> Oh god </u><u> so
"Discussing|Telling jokes,Holidays",<u> it''s kind of its stuck on its own and you can''t possibly miss is because it''s right by the side of the the proper railway,right,? And then you have to walk a little way up to the the </unclea> railway which is the one that takes you up to
"Discussing|Telling jokes,Holidays",the car was a Roller and the the one in between was a Porsche </u><u> oh yes </u><u> and we went I went the day before I was twelve,right,? Because if I was twelve the price doubled under twelve you''re a child over twelve you''re an adult or you''re
"Discussing|Explaining|Inquiring|Anecdote telling|Telling jokes,Greetings, drinks, photos, dying cats, the weather, ANON''s party, cousins as children, hairy bottoms, sugary food, tea & coffee, family trees, extended family, pidgins & creoles, linguistics, accents & dialects, stylistic variation, cigarettes, phonology & phonetics, Spanish, family health, Jamaican family, Israelites, languages, EFL, the Middle East, future plans, 10-year plan, savings, Africa, PhDs, having children, South Korea, study, Russia, crime, Sewol boat, Christmas, self perception, stress, parties, speed, principles & parameters, universal grammar, pronunciation, passives, Auntie Hix,",meant to be going down? </u><u> no I think I''ve gotta go down oh maybe </u><u> didn''t you drive down a road and then you said it was the third,right,? </u><u> this is the first after the rugby club isn''t it? </u><u> I guess so yeah </u><u> yeah so it is this road the third on the right wasn''t it? I
"Discussing|Explaining|Inquiring|Requesting|Making arrangements,Church, designing signs, arts festival, fund raising, banking and money, dog in car, asking for lift, bell ringing, fencing, televisions, ariel falling down",wasn''t it? </u><u> that''s right </u><u> mm </u><u> yeah </u><u> these churches and that and castles even they have what an honesty box don''t they?,right,? </u><u> yeah </u><u> yeah but it''s usually cemented to the post </u><u> wait a minute it''s in stone </u><u> yeah </u><u> mm </u><u> so your holes goes in in the stone </u><u> that
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Studies, hair, staying in Marin’s flat, Airbnb, mutual friends, utilities, internet, tea, Japanese wedding attire, family wedding, honeymoon, Hawaii, holiday activities, hairstyles, family memories, food, Indian restaurants, guests, staying out of London with friends, neighbour noise, pets, spiders, Bishop’s Stortford, moving out of London, job-seeking, renewing visas, health, friends, stress, finances, work methods, winter, family, cultural differences, charity work, managing difficulty, religion, research groups, exhibition, social media",keys but I forgot </u><u> oh don''t worry you can keep the keys of course </u><u> so what is there this le thing I mean it''s just the heating,right,? </u><u> oh god and then the lights the lights I don''t have a ceiling light at the moment </u><u> no right </u><u> you know so all the lights you know </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Studies, hair, staying in Marin’s flat, Airbnb, mutual friends, utilities, internet, tea, Japanese wedding attire, family wedding, honeymoon, Hawaii, holiday activities, hairstyles, family memories, food, Indian restaurants, guests, staying out of London with friends, neighbour noise, pets, spiders, Bishop’s Stortford, moving out of London, job-seeking, renewing visas, health, friends, stress, finances, work methods, winter, family, cultural differences, charity work, managing difficulty, religion, research groups, exhibition, social media",<u> mm </u><u> elaborate flip flop with heels </u><u> how do are they hard to walk in? </u><u> yeah </u><u> okay </u><u> </u><u> I mean you won''t be walking very far,right,? </u><u> mm I have no idea probably not probably taxi </u><u> mm mm </u><u> just you know between rooms and entrances </u><u> yeah yeah </u><u> mm </u><u> I look forward to
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Studies, hair, staying in Marin’s flat, Airbnb, mutual friends, utilities, internet, tea, Japanese wedding attire, family wedding, honeymoon, Hawaii, holiday activities, hairstyles, family memories, food, Indian restaurants, guests, staying out of London with friends, neighbour noise, pets, spiders, Bishop’s Stortford, moving out of London, job-seeking, renewing visas, health, friends, stress, finances, work methods, winter, family, cultural differences, charity work, managing difficulty, religion, research groups, exhibition, social media",I''ve come down from the really high stress place and I I just feel a bit like resigned now what will be will be,right,? </u><u> yeah you can watch your couple of friends on Netflix it can''t be too bad </u><u> oh I''ve had a terrible time
"Discussing|Explaining|Inquiring|Complaining|Advising|Inviting|Announcing|Anecdote telling|Making arrangements|Apologizing|Telling jokes,Studies, hair, staying in Marin’s flat, Airbnb, mutual friends, utilities, internet, tea, Japanese wedding attire, family wedding, honeymoon, Hawaii, holiday activities, hairstyles, family memories, food, Indian restaurants, guests, staying out of London with friends, neighbour noise, pets, spiders, Bishop’s Stortford, moving out of London, job-seeking, renewing visas, health, friends, stress, finances, work methods, winter, family, cultural differences, charity work, managing difficulty, religion, research groups, exhibition, social media",the fifteenth </u><u> how annoying </u><u> so I''m quite annoyed </u><u> can you not change it? or now you''ve got your thing you can''t,right,? </u><u> oh no it''s all no I can''t </u><u> how annoying </u><u> yeah but at the same time it''s a bit more relaxing in a way cos I can just relaxing as in
"Discussing|Explaining|Inquiring,Sport, uni, work, bands",? </u><u> did you not see the photo posted on my wall? I must show you pretty funny so he had this </unclea> Iron Man doll,right,? from America as you know and erm he''d already had one that he''s made and built while we were in America </u><u> </u><u> and I
"Discussing|Explaining|Inquiring,Sport, uni, work, bands",n''t want to go without me </u><u> oh he''s going to be there a while then </u><u> so yeah </u><u> we''re staying up late tonight drinking aren''t we,right,? </u><u> yeah </u><u> oh good </u><u> obviously </u><u> cos it is my last night </u><u> yeah </u><u> and I''m going to bribe you with that </u><u> you don''t have to bribe me ah I made
"Discussing|Explaining|Inquiring,Sport, uni, work, bands",</u><u> I always wear knickers underneath everything my pyjamas </u><u> feels weird wearing them like not wearing them,right,? </u><u> it does it just feel like you''re naked </u><u> yeah </u><u> if there''s not something there tightly snugging our like lumpy bits and
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,Food, relationships",so yeah </u><u> so I always make sure I get t this one and this one </u><u> hmm hmm </u><u> and the back one </u><u> hmm </u><u> but freakin do you know,right,? I''ve sat here with crazy horse </u><u> hmm </u><u> and he''s actually not well he is a crazy horse but he''s actually not as freaky as I
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,Food, relationships",<u> hmm </u><u> he''s you''re not going to say I''m not brave enough I can''t do that type of thing </u><u> hmm </u><u> um he was saying there''s this thing,right,? Cos obviously he he''s quite built I don''t know how cos he looks so and I thought but um the thing on the gym have
"Discussing|Explaining|Inquiring|Complaining|Advising|Anecdote telling|Making arrangements,Food, relationships",it''s like it''s basically like this </u><u> hmm </u><u> so it''s up to here black and none of this of course um all black and the emblem there,right,? And she stood taking a photograph like this </u><u> uh she''s a </unclea> snob </u><u> in a hoodie
"Discussing,Teeth, old people, motorbikes, car repairs, roads",it''s a bit like Play-Doh </u><u> oh right </u><u> right? </u><u> </u><u> but more sticky </u><u> oh </u><u> and er they use loads of it,right,? and er you open your mouth up and they have this sort of like big wodge of it like it''s about er er I dunno how big
"Discussing,Teeth, old people, motorbikes, car repairs, roads",like big wodge of it like it''s about er er I dunno how big er but it seems like that thick by about </u><u> yeah </u><u> that size,right,? and they stick it in your mouth and they said right bite on that and like mm like that and it goes everywhere </u><u> </u>
"Discussing,Teeth, old people, motorbikes, car repairs, roads",''s got all the controls switch it on and off all the time </u><u> we get it working for her again </u><u> mm </u><u> and she''d say are you sure that''s,right,? </u><u> er </u><u> you know I don''t want it to go wrong you know </u><u> mm </u><u> it was just after the erm changeover </u><u> cos that cos it attracts the
"Discussing,Teeth, old people, motorbikes, car repairs, roads",<u> they do I m they do I mean they''re called mobility scooters </u><u> </unclea> yeah </u><u> and </u><u> well this was second hand,right,? </u><u> yeah </u><u> and it was still cost something like fourteen hundred quid </u><u> well that''s ridiculous ain''t it </u><u> which you know you can
"Discussing,Teeth, old people, motorbikes, car repairs, roads",yesterday in in that little street er sort of cul-de-sac which has got a footpath through to ''s,right,? I was walking there and this this kid came down there on a scooter right? and this scooter didn''t have any exhaust on it at
"Discussing,Teeth, old people, motorbikes, car repairs, roads",which has got a footpath through to ''s right? I was walking there and this this kid came down there on a scooter,right,? and this scooter didn''t have any exhaust on it at all </u><u> </u><u> and it just reverberated round </u><u> </u><u> and er </u><u> yeah </u>
"Discussing,Teeth, old people, motorbikes, car repairs, roads",<u> extra power </u><u> that seems so daft to me </u><u> mm but then he bought he''s gotta make erm he had his winter project to make four chairs,right,? </u><u> yeah </u><u> cos you know he ma he sort of was practicing with erm bentwood chairs </u><u> oh I see yeah </u><u> well he made himself a steamer and </u>
"Discussing,Teeth, old people, motorbikes, car repairs, roads",found this site on the internet where you could actually buy wood to your m which had been machined to your specification,right,? </u><u> w wow </u><u> mm </u><u> and so he spent two hundred quid on buying all this all this wood for these chairs already cut and machined you
"Discussing,Teeth, old people, motorbikes, car repairs, roads",cloudy </u><u> yeah </u><u> and er </u><u> mm </u><u> we got round it by putting extra powerful light bulbs in </u><u> yeah </u><u> cos they measure the lumens,right,? </unclea> </u><u> yeah that''s right yeah </u><u> and er </unclea> but the you know the official price for the
"Discussing,Teeth, old people, motorbikes, car repairs, roads",we went into London last time we went in on the A12 which takes you down and it comes in at the Blackwall tunnel,right,? </u><u> yeah </u><u> then it''s basically er erm Ca Canary Wharf you know I mean </u><u> yeah that''s right yeah </u><u> </unclea> but and er
"Discussing,Teeth, old people, motorbikes, car repairs, roads",know working on the er Dartford tunnel </u><u> did you? yeah? </u><u> cos there was one already there and they were putting a second one in,right,? and er at that time there was quite a lot of er discussion going on about bone disease caused by people working under
"Discussing,Teeth, old people, motorbikes, car repairs, roads",disease caused by people working under compressed air conditions so er </u><u> oh right </u><u> and er because it was under the Thames,right,? </u><u> yeah course it </u><u> they had er it was sort of all the air in there was compressed air </u><u> yeah </u><u> not much you know but it was er above
"Discussing,Teeth, old people, motorbikes, car repairs, roads",scary </u><u> I remember when erm er we were doing my mum''s house up to sell it and er on the north wall it''d all been painted black,right,? you know they used to tar it? </u><u> yeah </u><u> painted black tar on the north wall and we you know had chopped sort of extra windows in
"Discussing,Teeth, old people, motorbikes, car repairs, roads",but it was sort of you know </unclea> or something like that and er I gave the job of doing this,right,? </u><u> oh he died did he? ? </u><u> he''s dead now yeah </u><u> yeah </u><u> mm </u><u> and he was happy as a lark you know </u><u> yeah </u><u> and he used to
"Discussing,Teeth, old people, motorbikes, car repairs, roads",no fear of heights at all </u><u> </u><u> and er but to get to the right to the apex the ladder wasn''t long enough,right,? </u><u> oh </u><u> so what he did he got these erm you know these sort of frame scaffolding frame things </u><u> yeah I know what you
"Discussing|Explaining|Advising,Playing a game of scrabble, Katy Hopkins, fireplace, driving directions",now what are you enthusing about that you got today at Aldi? </u><u> the log that''s burning on the right </u><u> on the,right,? </u><u> yeah it''s a really quite </u><u> at a good price? </u><u> yeah </u><u> </unclea> </u><u> yes was very pleased </u><u> was he?
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Setting personal goals, career professional development, discussing joining up with friends, and family planning.",that was as a paid member of staff I don''t fucking know how much you cost as a freelance contractor engineer type person,right,? shitloads of money just shitloads of money you''d get your capital in next to no time it''s a sacrifice yeah is
"Discussing|Explaining|Inquiring|Advising|Requesting|Making arrangements,Setting personal goals, career professional development, discussing joining up with friends, and family planning.",<u> mm </u><u> erm and also in Indo there''s potentially people that are </unclea> people that erm live in in Bali as well,right,? and there are certainly others that erm like there''s a a guy who''s gone back to America but he lived in Indonesia in a
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",? so then about two yea no about three years later seventeen the Exorcism of Emily Rose came out,right,? </u><u> </unclea> </u><u> so I''m like I''m older now I can handle this no I ended up sleeping in in my mum''s bed for a week </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",she was in bed sh her body was all over the shop </u><u> I walk with my back against the wall anyway </u><u> I don''t wanna be in my own bed,right,? so anyway then </u><u> think it''s slightly more awkward if you get possessed next to your mum </u><u> </u><u> yeah </u><u> hi m mum </u><u> well is it </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",and her </u><u> oh it was so awkward </u><u> like being in a play </u><u> so awkward </u><u> yeah and she </u><u> he bas I think he''d spoken to Russell Brand before,right,? and Russell Brand obviously big druggie and he was like how how ma how many years have you been clean now of booze drugs et
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",<u> </u><u> get back in there </u><u> </u><u> to go on a bike ride? </u><u> who gives a shit about your human rights what about our human,rights,? </u><u> yeah </u><u> yeah like </u><u> the rest of the world </u><u> like </unclea> while you''re just going around fucking
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",do you know what I mean? </u><u> </u><u> this is what a this is what a brown person looks like naked </u><u> </u><u> I didn''t do that,right,? </u><u> you were the start to his awesome day </u><u> he saw your </unclea> </u><u> I know it''s awkward right so anyway erm </u>
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",then I was like I genuinely didn''t think you were still here and he was like ha ha ha anyway that''s awkward enough as it is,right,? really quite awkward erm she was pissing herself about it and I was like he just saw everything like I''m not even t </u><u> who was
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",other? </u><u> yeah </u><u> that is where we are </u><u> you''d be like oh you bitch you told me you were here </u><u> </u><u> that is where we are but </u><u> is it,right,? </u><u> they think they think they think we''re on the estate over there </u><u> oh it''s probably just cos it''s new </u><u> cos it''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",</unclea> Thailand and all that kind of stuff </u><u> it''s nice if we just do some stuff on our own because he always plans stuff,right,? like just invites people places like his friend came over from erm that he met in Australia and
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",''ve gone to but because his mate was there like I didn''t I wasn''t allowed to go and he went to this party and then he went out,right,? fair enough that was one thing that pissed me off right? anyway so he comes over on the Sunday and he goes oh ''s
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",I wasn''t allowed to go and he went to this party and then he went out right? fair enough that was one thing that pissed me off,right,? anyway so he comes over on the Sunday and he goes oh ''s er gonna be in Australia when we''re in Thailand and I was
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",like oh right and he goes so I said he should just pop over and come and see us fuck so you just invited someone on our holiday,right,? then right I''m like whatever so we''re going to Lee Evans and then we were going to Winter
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",the next day now his t uncle is coming and his friend her friend and his mum and,right,? okay so whatever and we''ve got see these things planned that we''ve got one weekend right? and er on the twenty-seventh
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",and his mum and right? okay so whatever and we''ve got see these things planned that we''ve got one weekend,right,? and er on the twenty-seventh of November that weekend where we''ve got nothing planned I said right we''ve nothing
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",always with people he''s like yeah yeah he goes that sounds really good like blah blah so he rings me just then,right,? at the table and he goes erm oh at work she''s been putting some feelers out erm and I was wondering if I cou er er
"Discussing|Explaining|Inquiring|Complaining|Advising|Requesting|Anecdote telling|Apologizing|Telling jokes,mobile apps, scary movies, friends, food, boys, holidays",if I cou er er he goes I w I was just gonna sort of ask you something well not really ask you something and I was like oh,right,? and he goes well </unclea> talking about erm watching the boxing on the eighth of November erm and
